date,nav,daily_return,ma_5,ma_10,ma_20,ma_60,ma_ratio_5_20,ma_ratio_10_60,price_ma5_ratio,price_ma20_ratio,return_5d,return_10d,return_20d,volatility_5d,volatility_10d,volatility_20d,momentum_5d,momentum_10d,momentum_20d,rsi,bb_middle,bb_upper,bb_lower,bb_width,bb_position,macd,macd_signal,macd_histogram,highest_20d,lowest_20d,channel_position,price_percentile_20d,return_percentile_20d,price_deviation_20d,return_deviation_20d,price_change_rate,price_change_rate_5d,cumulative_return_5d,cumulative_return_10d,cumulative_return_20d,year,month,day,dayofweek,quarter,is_month_start,is_month_end,is_quarter_start,is_quarter_end,is_year_start,is_year_end,days_from_month_start,days_to_month_end,market_close,market_return,excess_return,relative_strength_5d,relative_strength_10d,relative_strength_20d,beta_20d,alpha_20d,future_return_10d,future_return_10d_binary,future_return_10d_category
2017-08-29,1.3097,0.0011466136676350214,1.2947,1.27836,1.266575,1.2343166666666667,1.0222055543493278,1.0356823613605368,1.0115856955279217,1.0340485166689695,0.026089000313381572,0.04292084726867351,0.028748723588092107,0.008162749574501166,0.0062722956993024135,0.007916275654013306,0.026089000313381572,0.04292084726867351,0.028748723588092107,70.8754208754209,1.266575,1.3062675486842596,1.2268824513157404,0.06267698112509665,1.04323798079892,0.014339120461423827,0.009766668675012165,0.004572451786411661,1.3097,1.2348,1.0,1.0,0.5,2.1729519231956815,-0.03806549009171855,0.0011466136676350214,0.026089000313381572,0.02608900031338135,0.04292084726867329,0.028748723588091885,2017,8,29,1,3,0,0,0,0,0,0,29,2,3834.538,-0.0021271435382094195,0.003273757205844441,1.0040822919730876,1.0079764776006908,1.0115369044949458,0.944111927052388,0.0005744706379543663,-0.011682064594945474,0,1.0
2017-08-30,1.3074,-0.0017561273574102643,1.29968,1.2837900000000002,1.2684,1.2366616666666665,1.0246609902239041,1.038109318501288,1.0059399236735196,1.0307473982970672,0.01941520467836244,0.04333253531242498,0.028719804862695764,0.008747411486409255,0.006228871418433019,0.00791687067107889,0.01941520467836244,0.04333253531242498,0.028719804862695764,71.65957446808505,1.2684,1.3120854305473224,1.2247145694526775,0.06888273501627631,0.9463730757758356,0.015362512756437408,0.010885838863395872,0.004476673893041535,1.3097,1.2348,0.969292389853135,0.9,0.35,1.7854923031033403,-0.40453797596569285,-0.0017561273574102643,0.01941520467836244,0.01941520467836222,0.04333253531242498,0.028719804862695764,2017,8,30,2,3,0,0,0,0,0,0,30,1,3834.301,-6.180666354071995e-05,-0.0016943206938695443,0.9986209265547855,1.0071752207739173,1.0090141499786491,0.9463190587057053,0.0004497781370393139,-0.009331497628881746,0,1.0
2017-08-31,1.3025,-0.0037478965886491578,1.3050000000000002,1.28866,1.270705,1.2387033333333333,1.026988954950205,1.0403298072446725,0.9980842911877393,1.0250215431591125,0.02084802884238579,0.03884192056149294,0.036692136262336916,0.00840208529025256,0.006648584647468365,0.0074326315254096475,0.02084802884238579,0.03884192056149294,0.036692136262336916,83.61469712015892,1.270705,1.3165365669197056,1.2248734330802944,0.07213565212965335,0.8468679137209418,0.015601126452573943,0.011828897306180515,0.003772229146393429,1.3097,1.2348,0.9038718291054729,0.85,0.2,1.3874716548837693,-0.7504086671603365,-0.0037478965886491578,0.02084802884238579,0.02084802884238557,0.03884192056149294,0.036692136262336916,2017,8,31,3,3,0,1,0,0,0,0,31,0,3822.093,-0.0031838919271074406,-0.0005640046615417171,0.9974916904230482,1.0114402097545276,1.01112346024921,0.9181292539283085,0.0005529505641119148,-0.009750479846449056,0,1.0
2017-09-01,1.3026,7.677543186179747e-05,1.3060800000000001,1.2927499999999998,1.273395,1.2406083333333335,1.0256676051028943,1.0420291120619585,0.997335538404998,1.02293475315986,0.004162812210915856,0.0324165808036776,0.043081358103779666,0.004659178588216092,0.006683618148542897,0.007213873198594093,0.004162812210915856,0.0324165808036776,0.043081358103779666,80.56537102473501,1.273395,1.3201198823602434,1.2266701176397568,0.0733863135323184,0.8125208510407029,0.015617975842288967,0.012586713608013457,0.0030312622342755103,1.3097,1.2348,0.905206942590119,0.85,0.35,1.25008340416281,-0.28544018718588604,7.677543186179747e-05,0.004162812210915856,0.004162812210915856,0.0324165808036776,0.043081358103779444,2017,9,1,4,3,1,0,0,0,0,0,1,29,3830.538,0.0022095223742593095,-0.002132746942397512,0.9950443021582952,1.0038841092569604,1.0095990645905124,0.9050504525931933,0.0004772122916179289,-0.009212344541685846,0,1.0
2017-09-04,1.3028,0.00015353907569481962,1.305,1.2965200000000001,1.2757200000000002,1.2424216666666665,1.0229517448969991,1.04354265124696,0.9983141762452108,1.0212272285454487,-0.004127809203485766,0.029800015809027025,0.03701345220090735,0.001940896690435899,0.0067535539287919165,0.007167179902733078,-0.004127809203485766,0.029800015809027025,0.03701345220090735,79.37500000000001,1.2757200000000002,1.3234794234294702,1.2279605765705301,0.0748744605861318,0.7835042600544672,0.01546884695187667,0.013163140638615211,0.002305706313261458,1.3097,1.2348,0.9078771695594111,0.85,0.4,1.1340170402178704,-0.2357627926576296,0.00015353907569481962,-0.004127809203485766,-0.004127809203485655,0.02980001580902658,0.03701345220090735,2017,9,4,0,3,0,0,0,0,0,0,4,26,3845.616,0.00393626169483241,-0.0037827226191375907,0.9951201622939094,1.0017837663306668,1.0049720379245044,0.8935508225960077,0.00024691917710392697,-0.0069081977279704665,0,1.0
2017-09-05,1.3105,0.005910346945041445,1.3051599999999999,1.29993,1.2783650000000002,1.2443866666666668,1.0209603673442247,1.0446351080585883,1.0040914523889792,1.0251375780782481,0.0006108269069251548,0.02671576308367274,0.042064249363867656,0.0036059437182646794,0.006520284566983816,0.007220947488454397,0.0006108269069251548,0.02671576308367274,0.042064249363867656,83.7647058823529,1.2783650000000002,1.3277314396976394,1.228998560302361,0.07723371603202403,0.8254741500179175,0.015785966268550444,0.013687706028022282,0.0020982602405281627,1.3105,1.2348,1.0,1.0,0.75,1.30189660007167,0.5294700471259424,0.005910346945041445,0.0006108269069251548,0.0006108269069251548,0.02671576308367274,0.042064249363867434,2017,9,5,1,3,0,0,0,0,0,0,5,25,3857.046,0.0029722156346343453,0.0029381313104070994,0.9947717084489082,0.9988326570093635,1.008337919306917,0.8969651922495796,0.00041477631287524795,-0.01320106829454415,0,1.0
2017-09-06,1.3023,-0.0062571537581075365,1.3041399999999999,1.30191,1.280475,1.2464483333333334,1.018481422909467,1.0444957606211782,0.9985891085312928,1.0170444561588472,-0.003900871959614416,0.01543859649122803,0.03348940560272995,0.004614479152954631,0.007035231520152356,0.007458364350000524,-0.003900871959614416,0.01543859649122803,0.03348940560272995,76.2162162162162,1.280475,1.3301607440106749,1.2307892559893252,0.07760517622081622,0.7196304033940898,0.01520398974883963,0.0139909628940145,0.0012130268548251298,1.3105,1.2348,0.8916776750330254,0.65,0.1,0.8785216135763577,-1.063500194105815,-0.0062571537581075365,-0.003900871959614416,-0.003900871959614305,0.01543859649122803,0.03348940560272973,2017,9,6,2,3,0,0,0,0,0,0,6,24,3849.45,-0.001969382786723317,-0.004287770971384219,0.992179112014542,0.9908108241482666,1.001700098932999,0.917301683832389,8.533114032257538e-05,-0.009137679490132888,0,1.0
2017-09-07,1.2926,-0.0074483605927974095,1.30216,1.3035799999999997,1.28228,1.2484983333333333,1.0155036341516672,1.0441183341587692,0.992658352276218,1.0080481642075052,-0.007600767754318616,0.013088800062700745,0.028730600875447765,0.005434756630333042,0.007311152315492461,0.00767277649529408,-0.007600767754318616,0.013088800062700745,0.028730600875447765,66.3838812301166,1.28228,1.3309101877221785,1.2336498122778217,0.07584956128486511,0.606106931552038,0.013804999281282537,0.013953770159514826,-0.00014877087823228843,1.3105,1.2348,0.7635402906208718,0.55,0.1,0.42442772620815283,-1.159111900409267,-0.0074483605927974095,-0.007600767754318616,-0.007600767754318616,0.013088800062700745,0.028730600875447765,2017,9,7,3,3,0,0,0,0,0,0,7,23,3829.871,-0.005086181142760604,-0.0023621794500368054,0.9903837906737836,0.9878996015267786,0.9981228200990833,0.9394739990833908,-9.259648160147016e-05,0.003249265047191585,1,2.0
2017-09-08,1.2912,-0.0010830883490640097,1.29988,1.3029799999999998,1.2851000000000001,1.2505433333333333,1.0115010505019062,1.0419311072787028,0.9933224605348185,1.0047467123181073,-0.00875172731460161,-0.0046253469010175685,0.045675413022351785,0.005374355032856609,0.004933662461558148,0.006331134876037672,-0.00875172731460161,-0.0046253469010175685,0.045675413022351785,64.13867822318522,1.2851000000000001,1.32838466362654,1.2418153363734603,0.0673638839413895,0.5704637565470139,0.012440423558370162,0.013651100761466538,-0.0012106772030963768,1.3105,1.2507,0.6772575250836108,0.5,0.35,0.28185502618805547,-0.5271866258331537,-0.0010830883490640097,-0.00875172731460161,-0.00875172731460161,-0.0046253469010174575,0.045675413022351785,2017,9,8,4,3,0,0,0,0,0,0,8,22,3825.99,-0.001013350058004625,-6.973829105938467e-05,0.9924265813438563,0.98750841507664,0.9968515907482968,0.9422749275972241,-0.0001552385797167155,0.006195786864931829,1,2.0
2017-09-11,1.2837,-0.005808550185873451,1.29606,1.30053,1.28675,1.2521916666666668,1.007235282688945,1.0386029827702095,0.9904634044720152,0.9976296871964251,-0.014660730733804028,-0.018728023238037017,0.026385224274406482,0.0055075886640352165,0.004049049261629425,0.006053765253948144,-0.014660730733804028,-0.018728023238037017,0.026385224274406482,54.124293785310776,1.28675,1.3269169411070132,1.246583058892987,0.062431616253371874,0.46203345442867855,0.010633958397985532,0.013047672164652274,-0.002413713766666742,1.3105,1.2531,0.5331010452961675,0.45,0.15,-0.15186618228528578,-1.1775968676195132,-0.005808550185873451,-0.014660730733804028,-0.014660730733804028,-0.018728023238037017,0.02638522427440604,2017,9,11,0,3,0,0,0,0,0,0,11,19,3825.645,-9.017273960454375e-05,-0.005718377446268907,0.9904830320948209,0.9856496356475615,0.9912493290877318,0.9480247126855879,-0.00043611805570765717,0.013866168107813381,1,2.0
2017-09-12,1.2944,0.00833528082885393,1.29284,1.299,1.2886799999999998,1.254125,1.003228109383245,1.0357819196651052,1.001206645833978,1.0044386504019618,-0.012285387256772196,-0.011682064594945474,0.03073737856346548,0.006499011261993903,0.00513806129485631,0.0062281757375116835,-0.012285387256772196,-0.011682064594945474,0.03073737856346548,56.39097744360904,1.2886799999999998,1.3262080722996241,1.2511519277003755,0.058242654964187075,0.5762096165549307,0.009947382941066119,0.012427614217904228,-0.002480231276838109,1.3105,1.2531,0.7195121951219506,0.55,0.85,0.30483846621972316,1.092142881566746,0.00833528082885393,-0.012285387256772196,-0.012285387256772307,-0.011682064594945585,0.030737378563465034,2017,9,12,1,3,0,0,0,0,0,0,12,18,3837.934,0.003212268780820038,0.0051230120480338925,0.9926331969811921,0.9874434212240821,0.9953197415554255,0.9595530329447941,-0.00022992938174392074,0.005176143386897314,1,2.0
2017-09-13,1.2952,0.0006180469715697523,1.29142,1.29778,1.290785,1.255835,1.0004919486978854,1.0334000883874075,1.0029270105775037,1.0034203992144315,-0.005451892805037328,-0.009331497628881746,0.03359668023302187,0.006213816341654645,0.005162379510610042,0.006172525781124291,-0.005451892805037328,-0.009331497628881746,0.03359668023302187,61.05383734249707,1.290785,1.3244322271478102,1.25713777285219,0.05213451837108441,0.565607189273057,0.009359630280403541,0.011814017349629976,-0.002454387069226434,1.3105,1.2538,0.7301587301587285,0.55,0.55,0.26242875709222707,-0.1706885707423281,0.0006180469715697523,-0.005451892805037328,-0.005451892805037439,-0.009331497628881857,0.03359668023302209,2017,9,13,2,3,0,0,0,0,0,0,13,17,3842.606,0.0012173216110542562,-0.0005992746394845039,0.9963194798638343,0.9885273768140891,0.9956202789837918,0.955345199612195,-0.0002149381779930959,-0.0005404570722667978,0,1.0
2017-09-14,1.2898,-0.004169240271772567,1.29086,1.29651,1.292585,1.257355,0.99866546494041,1.0311407677227196,0.999178842012302,0.997845402816836,-0.0021661766981276864,-0.009750479846449056,0.02871271335141179,0.005506029294863169,0.00518962605483742,0.00630647418050367,-0.0021661766981276864,-0.009750479846449056,0.02871271335141179,44.817927170868444,1.292585,1.321407233742273,1.263762766257727,0.04459626831856008,0.45168660373614045,0.008363238422177233,0.01112386149145753,-0.002760623069280297,1.3105,1.2617,0.5758196721311484,0.35,0.25,-0.19325358505543858,-0.8886858077917619,-0.004169240271772567,-0.0021661766981276864,-0.0021661766981277975,-0.009750479846449167,0.028712713351411567,2017,9,14,3,3,0,0,0,0,0,0,14,16,3829.955,-0.0032922969463953233,-0.0008769433253772441,0.9978119384386931,0.9882167699704686,0.9995221771018726,0.9954242278195967,-1.849476320539001e-05,0.007830671421925839,1,2.0
2017-09-15,1.2906,0.000620251201736588,1.29074,1.2953100000000002,1.2940299999999998,1.2587683333333333,0.9974575550798669,1.0290296996667379,0.9998915350883989,0.9973493659343293,-0.0004646840148698761,-0.009212344541685846,0.022905603550764875,0.005507557136190546,0.0052045983005225335,0.006202874028680567,-0.0004646840148698761,-0.009212344541685846,0.022905603550764875,35.62091503267962,1.2940299999999998,1.3189687544533337,1.2690912455466659,0.03854432192968314,0.4312315294972303,0.007550867652719395,0.01040926266350507,-0.002858395010785674,1.3105,1.2651,0.561674008810573,0.35,0.6,-0.2750738820110798,-0.08559788801881403,0.000620251201736588,-0.0004646840148698761,-0.0004646840148698761,-0.009212344541685957,0.022905603550764875,2017,9,15,4,3,0,0,0,0,0,0,15,15,3831.297,0.00035039576183004684,0.00026985543990654115,0.9981507890424437,0.9905913752350654,0.994438940365481,0.9999926866088592,-0.0002743878925930643,0.012009917867658482,1,2.0
2017-09-18,1.2938,0.0024794669146135373,1.2927600000000001,1.2944099999999998,1.2954649999999999,1.2600383333333334,0.9979119466755183,1.0272782706346233,1.000804480336644,0.9987147472143209,0.007867881903871554,-0.0069081977279704665,0.022685953679551174,0.004509518889055262,0.005308488221157766,0.006200240340580863,0.007867881903871554,-0.0069081977279704665,0.022685953679551174,37.36089030206669,1.2954649999999999,1.316371536373999,1.2745584636260008,0.0322764974337386,0.46017991765315747,0.007082801279305384,0.009743970341824518,-0.0026611690625191337,1.3105,1.2759,0.517341040462429,0.45,0.7,-0.15928032938737002,0.21596393389732343,0.0024794669146135373,0.007867881903871554,0.007867881903871554,-0.0069081977279705775,0.02268595367955073,2017,9,18,0,3,0,0,0,0,0,0,18,12,3843.143,0.0030919033423928433,-0.000612436427779306,1.0032790148756208,0.9937308406911096,0.9955034243064801,1.0068910120669667,-0.00022068246538345938,0.01824084093368361,1,2.0
2017-09-19,1.2932,-0.00046375019322941746,1.2925200000000001,1.29268,1.2963049999999998,1.2612083333333333,0.9970801624617666,1.0249535828735672,1.0005261040448115,0.997604730368239,-0.0009270704573548505,-0.01320106829454415,0.013162018176120283,0.002467009879403858,0.004786181261393893,0.005928814367084582,-0.0009270704573548505,-0.01320106829454415,0.013162018176120283,38.39869281045747,1.2963049999999998,1.3152436238592895,1.2773663761407101,0.029219394909823976,0.41802466686414325,0.00658761857422796,0.009112699954267174,-0.002525081380039214,1.3105,1.2759,0.4999999999999968,0.4,0.45,-0.3279013325434269,-0.1913361123190373,-0.00046375019322941746,-0.0009270704573548505,-0.0009270704573548505,-0.01320106829454415,0.013162018176120283,2017,9,19,1,3,0,0,0,0,0,0,19,11,3832.116,-0.0028692661189032576,0.00240551592567384,1.000589743309264,0.9932185957676655,0.9920591690017261,0.9659005330415612,-0.0003959288400114558,0.021033096195484102,1,2.0
2017-09-20,1.2904,-0.0021651716671821086,1.29156,1.29149,1.2967,1.2625499999999998,0.9960360916171821,1.0229218644806148,0.9991018613149989,0.9951415130716434,-0.0037059913526867883,-0.009137679490132888,0.006159844054580921,0.002553544944783915,0.004482229509678626,0.005878675027770666,-0.0037059913526867883,-0.009137679490132888,0.006159844054580921,39.763113367174235,1.2967,1.314734236446547,1.2786657635534528,0.027815587948711522,0.3253322224460967,0.005901800141324909,0.0084705199639777,-0.002568719822652792,1.3105,1.2759,0.41907514450866973,0.2,0.35,-0.698671110215613,-0.423327682568452,-0.0021651716671821086,-0.0037059913526867883,-0.0037059913526867883,-0.009137679490132777,0.006159844054580699,2017,9,20,2,3,0,0,0,0,0,0,20,10,3842.435,0.002692768172988469,-0.0048579398401705776,0.9963383467494488,0.9926713034018037,0.983549472231875,0.9545969569303082,-0.0008272767527220837,0.031928084314940985,1,2.0
2017-09-21,1.2968,0.004959702417854928,1.29296,1.29191,1.2977450000000001,1.2638533333333333,0.9963128349560199,1.0221993058266254,1.0029699294641752,0.9992718138000916,0.005427198015196089,0.003249265047191585,0.016380594090445788,0.0027448171718927267,0.004177768395659866,0.005817800347930804,0.005427198015196089,0.003249265047191585,0.016380594090445788,45.565749235473966,1.2977450000000001,1.312896095148865,1.2825939048511352,0.023349880213547225,0.46881413552237533,0.005806486849170511,0.007937713322629781,-0.00213122647345927,1.3105,1.2837,0.4888059701492508,0.55,0.8,-0.12474345791049829,0.7100575646281648,0.004959702417854928,0.005427198015196089,0.005427198015196089,0.003249265047191807,0.016380594090445566,2017,9,21,3,3,0,0,0,0,0,0,21,9,3837.818,-0.001201581809451513,0.0061612842273064405,1.0033672582113824,1.0011718288818166,0.989057250812182,0.934669067955065,-0.0005473325471644696,0.03076804441702663,1,2.0
2017-09-22,1.2992,0.0018507094386182033,1.29468,1.29271,1.2978450000000001,1.2652016666666666,0.9975613420708944,1.021742251893967,1.0034912101832112,1.00104403838671,0.0066635673330233125,0.006195786864931829,0.0015417823003391895,0.002747766951428197,0.004170335660821531,0.004480410089469351,0.0066635673330233125,0.006195786864931829,0.0015417823003391895,47.337278106508826,1.2978450000000001,1.3130073460203737,1.2826826539796266,0.023365418860300857,0.544683058880831,0.0058566314611119275,0.00752149693883573,-0.001664865477723803,1.3105,1.2837,0.5783582089552196,0.6,0.75,0.1787322355233245,0.39374735221261026,0.0018507094386182033,0.0066635673330233125,0.0066635673330235345,0.006195786864932051,0.0015417823003391895,2017,9,22,4,3,0,0,0,0,0,0,22,8,3837.73,-2.292969598871597e-05,0.0018736391346069192,1.0049761461937945,1.0031177332921704,0.9905872029386228,0.8212154292908792,-0.0004702324482369902,0.02794027093596063,1,2.0
2017-09-25,1.3015,0.0017703201970444837,1.29622,1.29449,1.2975100000000002,1.2667666666666666,0.9990057880093408,1.021885114333079,1.004073382604805,1.0030751208083175,0.0059514608131086,0.013866168107813381,-0.005121541048769274,0.002691469430212164,0.0035070141440747883,0.0040493344676056095,0.0059514608131086,0.013866168107813381,-0.005121541048769274,42.76527331189717,1.2975100000000002,1.311989735385757,1.2830302646142433,0.022319265956727674,0.6377787609269691,0.00601223794018968,0.007219645132439946,-0.0012074071922502667,1.3105,1.2837,0.664179104477615,0.65,0.75,0.5511150437078752,0.4986583614853967,0.0017703201970444837,0.0059514608131086,0.005951460813108822,0.013866168107813381,-0.005121541048769163,2017,9,25,0,3,0,0,0,0,0,0,25,5,3817.792,-0.0051952586555072955,0.006965578852551779,1.012631205409743,1.0159516381957991,1.0013723620232329,0.7230224035180273,7.261594179118202e-05,0.03065693430656924,1,2.0
2017-09-26,1.3011,-0.0003073376872840816,1.2978,1.2951599999999999,1.2970799999999998,1.268555,1.000555092978074,1.0209726815155824,1.0025427646786869,1.003099269127579,0.006108877203835572,0.005176143386897314,-0.006566389249446525,0.0026682463807753054,0.0025332365828499024,0.004035991362303805,0.006108877203835572,0.005176143386897314,-0.006566389249446525,48.897058823529335,1.2970799999999998,1.3105081087746038,1.2836518912253958,0.02070513580442839,0.6496860081891425,0.006033765316125983,0.006982469164986617,-0.0009487038488606341,1.3105,1.2837,0.6492537313432799,0.65,0.5,0.5987440327565706,0.0035367206860909776,-0.0003073376872840816,0.006108877203835572,0.006108877203835572,0.005176143386897092,-0.006566389249446525,2017,9,26,1,3,0,0,0,0,0,0,26,4,3820.782,0.000783175196553465,-0.0010905128838375466,1.0090934070760524,1.0096885131612974,0.9970102798066488,0.7534105963419749,-0.00014559756269291735,0.031204365536853462,1,2.0
2017-09-27,1.2945,-0.005072630850818438,1.29862,1.29509,1.296435,1.269931666666667,1.0016853910917247,1.0198107772202964,0.9968274013953272,0.998507445417626,0.0031773093614382297,-0.0005404570722667978,-0.00986691142726015,0.0037059030574985307,0.003087198361016348,0.004164130579715416,0.0031773093614382297,-0.0005404570722667978,-0.00986691142726015,51.85185185185187,1.296435,1.3089865819929505,1.2838834180070495,0.01936322606679159,0.42291808311148343,0.005456313906337273,0.0066772381089423745,-0.001220924202605101,1.3105,1.2837,0.40298507462686367,0.5,0.2,-0.3083276675540647,-1.1011167221939913,-0.005072630850818438,0.0031773093614382297,0.0031773093614384518,-0.0005404570722666868,-0.009866911427260039,2017,9,27,2,3,0,0,0,0,0,0,27,3,3821.2,0.00010940168792661353,-0.005182032538745052,1.0087521209819477,1.0050584204991537,0.9935277639609407,0.7451186534691303,-0.00031998315493669274,0.05183468520664336,1,3.0
2017-09-28,1.2999,0.004171494785631502,1.29924,1.2961,1.2963049999999998,1.2713866666666667,1.002264127655143,1.0194380938397969,1.0005079892860442,1.0027732670937783,0.0023904996915484755,0.007830671421925839,-0.0019961612284068453,0.003486491172999028,0.0029752565882776106,0.004214004830088615,0.0023904996915484755,0.007830671421925839,-0.0019961612284068453,57.86618444846307,1.2963049999999998,1.3086441503588533,1.2839658496411464,0.019037418445278648,0.645674535743897,0.005371749770510581,0.00641614043830357,-0.0010443906677929894,1.3105,1.2837,0.6044776119402997,0.7,0.85,0.5826981429755885,1.0116177899402783,0.004171494785631502,0.0023904996915484755,0.0023904996915486976,0.007830671421925839,-0.0019961612284068453,2017,9,28,3,3,0,0,0,0,0,0,28,2,3822.539,0.0003504134826757266,0.0038210813029557755,1.0063971362346387,1.0097859352555363,0.9978873952998351,0.7321500950157172,-0.00010072885671181808,0.053696438187552875,1,3.0
2017-09-29,1.3061,0.004769597661358649,1.3006199999999999,1.29765,1.29648,1.2729966666666668,1.0031932617549055,1.0193663769740167,1.0042133751595395,1.0074200913242009,0.005310960591133007,0.012009917867658482,0.002686933824658455,0.0039820109602315525,0.0032284034316405878,0.004352249369675699,0.005310960591133007,0.012009917867658482,0.002686933824658455,70.7407407407407,1.29648,1.3092855251233073,1.2836744748766928,0.01975429643852159,0.8756191139124265,0.005738079187515677,0.00628052818691921,-0.0005424489994035331,1.3105,1.2837,0.8358208955223891,0.95,0.85,1.502476455649697,1.0629960795672282,0.004769597661358649,0.005310960591133007,0.005310960591133229,0.012009917867658704,0.002686933824658677,2017,9,29,4,3,0,0,0,0,0,0,29,1,3836.501,0.0036525461218315236,0.0011170515395271252,1.0056330059054877,1.0106371827601786,1.0011284767340975,0.8071898943206295,6.176106738441378e-05,0.038741290865936806,1,2.0
